fighter_name,sex,birth_date,age,status,death_date,location,country,height,weight,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,losses,losses_ko,losses_submission,losses_decision,losses_other,draws,pro_mma,pro_boxing,pro_kickboxing,pro_muay_thai,pro_karate,pro_taekwondo,pro_wrestling,pro_bjj,pro_judo,pro_sambo,win_loss_ratio
Jayme Hinshaw,Male,1992-07-08,33.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jayme McKinney,Male,1995-04-06,30.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jean N'Doye,Male,1986-01-11,40.0,Active,,France,France,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jean-Paul Lebosnoyani,Male,1991-06-02,34.0,Active,,France,France,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jeb Chiles,Male,1985-12-18,40.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeet Toshi,Male,1993-03-21,32.0,Active,,India,India,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeff Chan,Male,1985-09-01,40.0,Active,,United States,United States,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jeff Cox,Male,1987-02-12,38.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeff Crotty,Male,1986-05-07,39.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeff Curran,Male,1977-07-08,48.0,Active,,Illinois/United States,United States,"5'6""",145,Featherweight,39,8,18,13,0,23,5,6,12,0,0,True,False,False,False,False,False,False,False,False,False,1.625
Jeff Hougland,Male,1982-08-04,43.0,Active,,Indiana/United States,United States,"5'6""",135,Bantamweight,10,1,5,4,0,6,2,2,2,0,0,True,False,False,False,False,False,False,False,False,False,1.4285714285714286
Jeff Huang,Male,1994-06-15,31.0,Active,,China,China,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Jeff Hughes,Male,1988-02-07,37.0,Active,,Ohio/United States,United States,"6'3""",265,Heavyweight,11,7,3,1,0,5,3,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.8333333333333333
Jeff Joslin,Male,1977-10-28,48.0,Active,,Canada,Canada,"6'2""",185,Middleweight,17,11,3,3,0,11,5,3,3,0,0,True,False,False,False,False,False,False,False,False,False,1.4166666666666667
Jeff Lentz,Male,1987-04-19,38.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeff Molina,Male,1997-01-18,29.0,Active,,Arizona/United States,United States,"5'6""",125,Flyweight,11,4,3,4,0,2,0,0,2,0,0,True,False,False,False,False,False,False,False,False,False,3.6666666666666665
Jeff Monson,Male,1971-01-16,55.0,Active,,Minnesota/United States,United States,"5'8""",265,Heavyweight,60,10,40,10,0,26,3,7,16,0,0,True,False,False,False,False,False,False,False,False,False,2.2222222222222223
Jeff Nader,Male,1990-10-11,35.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeff Newton,Male,1985-12-22,40.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeff Nielsen,Male,1983-09-29,42.0,Active,,Denmark,Denmark,"5'10""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jeff Peterson,Male,1988-02-03,37.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeffrey Glossner,Male,1991-07-14,34.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeimeson Saudino,Male,1986-05-09,39.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jenel Lausa,Male,1988-01-30,37.0,Active,,Philippines,Philippines,"5'4""",125,Flyweight,6,1,2,3,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.2
Jennifer Chieng,Male,1995-08-16,30.0,Active,,Malaysia,Malaysia,"5'5""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jennifer Maia,Male,1988-10-06,37.0,Active,,Brazil,Brazil,"5'4""",125,Flyweight,20,3,10,7,0,10,2,2,6,0,0,True,False,False,False,False,False,False,False,False,False,1.8181818181818181
Jennifer Olsim,Male,1992-04-19,33.0,Active,,United States,United States,"5'6""",125,Flyweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jenny Huang,Male,1996-03-27,29.0,Active,,China,China,"5'6""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jens Pulver,Male,1974-12-06,51.0,Active,,Wisconsin/United States,United States,"5'6""",145,Featherweight,22,12,4,6,0,14,6,3,5,0,0,True,False,False,False,False,False,False,False,False,False,1.4666666666666666
Jerald Williams,Male,1989-09-01,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremiah Labiano,Male,1982-01-10,43.0,Active,,California/United States,United States,"5'9""",135,Bantamweight,16,3,7,6,0,7,1,2,4,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Jeremiah O'Neal,Male,1991-06-23,34.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremiah Riggs,Male,1982-01-27,43.0,Active,,Texas/United States,United States,"6'1""",185,Middleweight,7,5,1,1,0,7,5,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.875
Jeremiah Wells,Male,1986-04-25,39.0,Active,,Pennsylvania/United States,United States,"5'9""",170,Welterweight,12,10,1,1,0,2,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,4.0
Jeremie Holloway,Male,1992-03-08,33.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremy Meciaz,Male,1989-07-04,36.0,Active,,France,France,"6'0""",170,Welterweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jeremy Czarnecki,Male,1986-11-29,39.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremy Horn,Male,1975-08-25,50.0,Active,,Utah/United States,United States,"6'0""",185,Middleweight,90,33,38,19,0,22,4,7,11,0,0,True,False,False,False,False,False,False,False,False,False,3.9130434782608696
Jeremy Jackson,Male,1979-01-25,47.0,Active,,United States,United States,"5'8""",145,Featherweight,11,5,3,3,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.8333333333333333
Jeremy Kennedy,Male,1992-06-04,33.0,Active,,Canada,Canada,"5'11""",145,Featherweight,19,6,5,8,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,3.1666666666666665
Jeremy Kimball,Male,1986-05-20,39.0,Active,,Colorado/United States,United States,"6'3""",205,Light Heavyweight,15,11,1,3,0,8,5,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.6666666666666667
Jeremy Larsen,Male,1988-02-11,37.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremy Miado,Male,1993-03-15,32.0,Active,,Philippines,Philippines,"5'6""",125,Flyweight,14,5,2,7,0,7,2,1,4,0,0,True,False,False,False,False,False,False,False,False,False,1.75
Jeremy Murphy,Male,1990-12-09,35.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremy Myers,Male,1988-06-06,37.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremy Pacatiw,Male,1996-01-08,29.0,Active,,Philippines,Philippines,"5'7""",135,Bantamweight,10,4,2,4,0,6,2,2,2,0,0,True,False,False,False,False,False,False,False,False,False,1.4285714285714286
Jeremy Petley,Male,1985-09-01,40.0,Active,,United States,United States,"6'0""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremy Puglia,Male,1989-10-22,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremy Spoon,Male,1991-02-13,34.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jeremy Stephens,Male,1986-05-05,39.0,Active,,Iowa/United States,United States,"5'9""",145,Featherweight,29,18,0,11,0,21,13,1,7,0,1,True,False,False,False,False,False,False,False,False,False,1.3181818181818181
Jermaine Andre,Male,1988-06-14,37.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jermaine McDermott,Male,1990-09-22,35.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jermayne Barnes,Male,1991-03-11,34.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jerod Spoon,Male,1993-08-19,32.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jerome Mickle,Male,1986-02-09,39.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jerome Rivera,Male,1995-12-02,30.0,Active,,New Mexico/United States,United States,"5'6""",125,Flyweight,10,5,2,3,0,4,3,0,1,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Jerome S. Paye,Male,1988-07-14,37.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jerrid Burke,Male,1985-05-29,40.0,Active,,United States,United States,"6'0""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jerrod Sanders,Male,1989-10-08,36.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jerry Olsim,Male,1990-04-18,35.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jerry Bohlander,Male,1985-08-27,40.0,Active,,United States,United States,"6'2""",205,Light Heavyweight,6,3,1,2,0,5,3,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Jess Liaudin,Male,1978-12-23,47.0,Active,,France,France,"5'10""",170,Welterweight,18,4,11,3,0,13,3,5,5,0,0,True,False,False,False,False,False,False,False,False,False,1.2857142857142858
Jessamyn Duke,Male,1986-06-24,39.0,Active,,California/United States,United States,"5'10""",135,Bantamweight,3,0,1,2,0,6,1,2,3,0,0,True,False,False,False,False,False,False,False,False,False,0.42857142857142855
Jesse Bazzi,Male,1991-01-13,35.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jesse Bongfeldt,Male,1987-07-11,38.0,Active,,Washington/United States,United States,"6'0""",170,Welterweight,11,6,2,3,0,5,2,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.8333333333333333
Jesse Brock,Male,1990-05-07,35.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jesse Erickson,Male,1984-08-20,41.0,Active,,United States,United States,"5'10""",170,Welterweight,6,2,1,3,0,4,1,1,2,0,0,True,False,False,False,False,False,False,False,False,False,1.2
Jesse Forbes,Male,1981-01-14,45.0,Active,,Michigan/United States,United States,"6'0""",185,Middleweight,16,6,3,7,0,10,5,2,3,0,0,True,False,False,False,False,False,False,False,False,False,1.4545454545454546
Jesse Gross,Male,1989-04-11,36.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jesse Juarez,Male,1991-06-02,34.0,Active,,United States,United States,"5'6""",135,Bantamweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jesse Kosakowski,Male,1986-09-04,39.0,Active,,United States,United States,"6'0""",170,Welterweight,4,2,1,1,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jesse Lennox,Male,1994-12-10,31.0,Active,,Canada,Canada,"6'2""",185,Middleweight,8,4,1,3,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.6
Jesse Merritt,Male,1988-03-09,37.0,Active,,United States,United States,"5'10""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jesse Peterson,Male,1984-05-06,41.0,Active,,United States,United States,"6'1""",185,Middleweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jesse Roberts,Male,1992-08-17,33.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jesse Ronson,Male,1985-12-09,40.0,Active,,Canada,Canada,"5'11""",155,Lightweight,23,7,5,11,0,11,3,2,6,0,0,True,False,False,False,False,False,False,False,False,False,1.9166666666666667
Jesse Sanders,Male,1990-01-19,36.0,Active,,United States,United States,"5'10""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jesse Strader,Male,1989-04-03,36.0,Active,,United States,United States,"5'8""",145,Featherweight,5,1,2,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Jesse Taylor,Male,1983-10-08,42.0,Active,,California/United States,United States,"6'1""",185,Middleweight,33,7,17,9,0,16,4,6,6,0,0,True,False,False,False,False,False,False,False,False,False,1.9411764705882353
Jesse Thorton,Male,1993-07-27,32.0,Active,,United States,United States,"5'11""",170,Welterweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jessica Aguilar,Female,1982-04-04,43.0,Active,,Texas/United States,United States,"5'3""",115,Strawweight,20,4,6,10,0,8,2,2,4,0,0,True,False,False,False,False,False,False,False,False,False,2.2222222222222223
Jessica Andrade,Female,1991-09-25,34.0,Active,,Brazil,Brazil,"5'1""",115,Strawweight,25,16,8,1,0,12,3,2,7,0,0,True,False,False,False,False,False,False,False,False,False,1.9230769230769231
Jessica Borga,Female,1994-01-11,32.0,Active,,Brazil,Brazil,"5'6""",125,Flyweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Jessica Eye,Female,1986-07-27,39.0,Active,,Ohio/United States,United States,"5'6""",125,Flyweight,15,3,1,11,0,11,2,2,7,0,0,True,False,False,False,False,False,False,False,False,False,1.25
Jessica Middleton,Female,1990-03-18,35.0,Active,,United States,United States,"5'5""",115,Strawweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jessica Penne,Female,1982-01-30,44.0,Active,,California/United States,United States,"5'5""",115,Strawweight,14,1,9,4,0,6,0,2,4,0,0,True,False,False,False,False,False,False,False,False,False,2.0
Jessica Rakoczy,Female,1977-02-19,49.0,Active,,Canada,Canada,"5'4""",125,Flyweight,1,0,0,1,0,5,1,1,3,0,0,True,False,False,False,False,False,False,False,False,False,0.16666666666666666
Jessica Ruiz,Female,1995-06-11,30.0,Active,,United States,United States,"5'6""",125,Flyweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jessica Sotack,Female,1987-09-02,38.0,Active,,United States,United States,"5'5""",115,Strawweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jessie Rafols,Male,1993-12-07,32.0,Active,,Philippines,Philippines,"5'6""",125,Flyweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jessie Riggleman,Male,1988-11-09,37.0,Active,,United States,United States,"5'9""",155,Lightweight,3,1,1,1,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.75
Jessin Ayari,Male,1991-07-12,34.0,Active,,Germany,Germany,"5'11""",170,Welterweight,15,7,2,6,0,6,3,1,2,0,0,True,False,False,False,False,False,False,False,False,False,2.142857142857143
Jessy Miele,Male,1993-02-22,32.0,Active,,France,France,"5'8""",145,Featherweight,5,2,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Jesus Castro,Male,1991-05-17,34.0,Active,,Mexico,Mexico,"5'9""",155,Lightweight,4,1,1,2,0,4,2,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0.8
Jesus Martinez,Male,1994-10-06,31.0,Active,,Mexico,Mexico,"5'8""",145,Featherweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Jesus Pinedo,Male,1996-02-14,29.0,Active,,Peru,Peru,"5'8""",145,Featherweight,22,16,1,5,0,6,3,1,2,0,0,True,False,False,False,False,False,False,False,False,False,3.142857142857143
Ji Won Kang,Male,1996-05-21,29.0,Active,,South Korea,South Korea,"5'7""",135,Bantamweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
Jia Wen Ma,Male,1995-08-14,30.0,Active,,China,China,"5'6""",115,Strawweight,4,1,1,2,0,3,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,1.0
